,Move 1,Move 2
0,0.9736842105263158,0.9368421052631579
1,0.9578947368421052,0.8842105263157894
2,0.9315789473684211,0.7421052631578947
3,0.9578947368421052,0.9368421052631579
4,0.9315789473684211,0.8842105263157894
5,0.9157894736842105,0.9105263157894737
6,0.8421052631578947,0.8526315789473684
7,0.9789473684210527,0.9
8,0.9263157894736842,0.5052631578947369
9,0.9210526315789473,0.6947368421052632
10,0.9526315789473684,0.8842105263157894
11,0.8421052631578947,0.9842105263157894
12,0.9105263157894737,0.8052631578947368
13,0.8578947368421053,0.7421052631578947
14,0.8105263157894737,0.9421052631578948
15,0.9526315789473684,0.28421052631578947
16,0.9,0.5157894736842106
17,0.7526315789473684,0.9210526315789473
18,0.9263157894736842,0.9315789473684211
19,0.9263157894736842,0.9631578947368421
