,Move 1,Move 2
0,0.9947368421052631,0.9894736842105263
1,1.0,0.9842105263157894
2,0.9315789473684211,1.0
3,0.9736842105263158,0.9789473684210527
4,0.9789473684210527,0.9894736842105263
5,0.9894736842105263,0.9157894736842105
6,0.9789473684210527,0.9736842105263158
7,0.9894736842105263,0.9368421052631579
8,0.9789473684210527,0.9473684210526315
9,0.9631578947368421,0.9631578947368421
10,0.9789473684210527,0.9894736842105263
11,0.9789473684210527,0.9631578947368421
12,0.9789473684210527,0.9894736842105263
13,0.9894736842105263,0.9736842105263158
14,0.9736842105263158,0.9736842105263158
15,0.9789473684210527,0.9789473684210527
16,0.9842105263157894,0.9789473684210527
17,0.9947368421052631,0.968421052631579
18,0.9947368421052631,0.9736842105263158
19,1.0,0.9947368421052631
