Move 1,Move 2
0.6799618463963271,0.5860424595835961
0.6705989494135506,0.47741502429309646
0.6347169442396415,0.5198879819167288
0.6401126358854143,0.5601171845276105
0.6969923480168769,0.5529830119327495
0.6670679808447235,0.5470789841915432
0.6544228197712647,0.5798990618241461
0.686042957478448,0.5434260157378097
0.6438710740522334,0.5840546525622669
0.6442282987268347,0.6134759152014004
0.6721345028202784,0.5731033111089154
0.6684014507814457,0.5401973871808303
0.6662107275504815,0.5114992640520397
0.637255139021497,0.5472168009532126
0.697726227058784,0.49579732998421316
0.6745907930167098,0.5403870470821858
0.6479450427387891,0.5719607504378809
0.6517386710957477,0.5208139673659676
0.6693049408887563,0.5251039846947319
0.6576333503581976,0.636595691348377
