,Move 1,Move 2
0,0.9736842105263158,0.9421052631578948
1,0.8578947368421053,0.9
2,0.9,0.9
3,0.9210526315789473,0.9210526315789473
4,0.9631578947368421,0.7894736842105263
5,0.9578947368421052,0.8842105263157894
6,0.9421052631578948,0.9736842105263158
7,0.9631578947368421,0.9368421052631579
8,0.9263157894736842,0.9052631578947369
9,0.9526315789473684,0.9157894736842105
10,0.7578947368421053,0.8578947368421053
11,0.968421052631579,0.9315789473684211
12,0.9526315789473684,0.9157894736842105
13,0.8315789473684211,0.8842105263157894
14,0.968421052631579,0.868421052631579
15,0.9210526315789473,0.6631578947368421
16,0.7526315789473684,0.7526315789473684
17,0.9315789473684211,0.9
18,0.9473684210526315,0.9263157894736842
19,0.9210526315789473,0.9105263157894737
