,Move 1,Move 2
0,0.9315789473684211,0.9368421052631579
1,0.9052631578947369,0.8947368421052632
2,0.9210526315789473,0.9578947368421052
3,0.8789473684210526,0.9578947368421052
4,0.9315789473684211,0.7473684210526316
5,0.7052631578947368,0.8210526315789474
6,0.7894736842105263,0.9
7,0.9473684210526315,0.9
8,0.9263157894736842,0.9315789473684211
9,0.9263157894736842,0.8736842105263158
10,0.5578947368421052,0.9263157894736842
11,0.9421052631578948,0.9
12,0.8210526315789474,0.9105263157894737
13,0.8631578947368421,0.8842105263157894
14,0.8368421052631579,0.8894736842105263
15,0.7526315789473684,0.968421052631579
16,0.6157894736842106,0.9210526315789473
17,0.8473684210526315,0.8789473684210526
18,0.9,0.8631578947368421
19,0.8894736842105263,0.868421052631579
